manufacturer,condition,price,screen size,processor,ram,disk size,graphics card,description
Lenovo,Used,580000,"15'' - 15,6''",i5,,,," Герман улсаас оруулж ирсэн Монголд хэрэглээгүй  lenovo thinkpad T520 ЗАРНА. цүнх дагалдана  •	CPU - INTEL i5, 4x3.2 GHz •	RAM - 6 GB •	HARD -240 GB SSD /шинэ/ •	Graphic cart - NVIDIA NVS 4200M •	DISPLAY 15.6 inch •	USB 3.0,  •	Windows 10  Байгууллага, албан газарт олноор нь нийлүүлэх боломжтой. Үзэмжийн хувьд бараг шинэ "
HP,Used,1500000,13'' - 14'',,,,, Аваад бараг ашиглаагүй байгаа. 
Lenovo,Used,990000,"13"" хүртэл",I5,8GB,,," 💯 Баталгаа 12-24 сараар олгоно. 💯 - Хүргэлт үнэгүй - Онлайн лизинг: Хаан банк, Zeelme, PocketZero, Sono, Lendmn  💻 Lenovo Thinkpad x260 - CPU: I5-6200U (6-р үе)  - RAM: 8GB - HARD: 500GB HDD - Display: HD 12,5 inch - Processor speed: 2.6GHz - From: USA - Дагалдах хэрэгсэл: Цүнх, ориг цэнэглэгч, wireless mouse, keyboard хамгаалалтын хуулга, монгол үсэг ,pad "
Acer,Used,2490000,"15'' - 15,6''",i7,8GB,256GB,," 💯 Баталгаа 12-24 сараар олгоно. 💯 - Хүргэлт үнэгүй - Онлайн лизинг: Хаан банк, Zeelme, PocketZero, Sono, Lendmn  💻Acer Predator Helios 300 - CPU: i7-7600HQ  - RAM: 8GB - HARD: M2 256GB SSD+1TB HDD - Display: 1920x1080 FHD 14inch - Graphic card:GTX1060Ti 6gb Retina - Processor speed: 2.6GHz - From: USA - Дагалдах хэрэгсэл: Цүнх, ориг цэнэглэгч, wireless mouse, keyboard хамгаалалтын хуулга, монгол үсэг ,pad "
Asus,Used,3750000,"15'' - 15,6''",i7,16GB,512GB,RTX 3050," ✅Та онлайн лизингийн бүхий л төрлийн үйлчилгээг нэг дор авах боломжтой ""Khan Bank, StorePay, LendPay, Pocket, Төрийн Банк, Sono""-с сонгоод зээлээ шийдүүлээрэй😊  Brand : Asus Model: TUF Gaming CPU : Core i7 11th gen RAM : 16GB HARD : 512GB SSD Graphics card : RTX 3050 4GB Display : 15.6 inch FHD 144Hz Software : 100% Usesage : NEW (ашигласан байдал) From : USA (order to online platform)  Таньд албан ёсны баталгаа 12 сар гаргаж өгнө💯👍  🎁Худалдан авалт тутамд: -Цүнх -Хулгана -Хулганы пад -Гарны хамгаалалт -Монгол үсгийн фонт 🎁тус тус бонус болгож өгнө "
Asus,Used,1800000,13'' - 14'',i5,8GB,256GB,," ✅Та онлайн лизингийн бүхий л төрлийн үйлчилгээг нэг дор авах боломжтой ""Khan Bank, StorePay, LendPay, Pocket, Төрийн Банк, Sono""-с сонгоод зээлээ шийдүүлээрэй😊  Brand : Asus Model : Expertbook CPU : Core i5 10th gen RAM : 8GB HARD : 256GB SSD Graphics card : Intel HD Display : 14 inch FHD Software : 100% Condition : 97% (ашигласан байдал) From : USA (order from online platforms) Жич : Өөрийнх нь зураг болно.  Таньд албан ёсны баталгаа 12 сар гаргаж өгнө💯👍  🎁Худалдан авалт тутамд: -Цүнх -Хулгана -Хулганы пад -Гарны хамгаалалт -Монгол үсгийн фонт 🎁тус тус бонус болгож өгнө "
MSI,Used,2850000,"15'' - 15,6''",i7,8GB,512GB,GTX 1660," -Сайн байна уу? Enjoy life by buying laptop 😄 Онлайн лизинг: Zeelme, Storepay, Lend, Sono, Pocket, khanbank  Brand : Msi  Model: GF65 CPU : Core i7 10th gen RAM : 8GB HARD : 512GB SSD Graphics card : GTX 1660 6GB Display : 15.6 inch FHD Software : 100% Usesage : NEW (ашигласан байдал) From : USA (order to online platform)  Таньд албан ёсны баталгаа 12 сар гаргаж өгнө Дагалдах хэрэгсэл: Цүнх, ориг цэнэглэгч, wireless mouse, keyboard хамгаалалтын хуулга, монгол үсэг ,pad  Анхаарал хандуулсанд баярлалаа. "
MSI,Used,1200000,13'' - 14'',i3,8GB,128GB,," -Сайн байна уу? Enjoy life by buying laptop 😄 Онлайн лизинг: Zeelme, Storepay, Lend, Sono, Pocket, khanbank  Brand : MSI Model : 13 HarMan/Kardon CPU : Core i3 10th gen RAM : 8GB HARD : 128GB SSD Graphics card : Intel HD Display : 13.3 inch FHD Software : 100% Condition : 97%  From : USA (order from online platforms) Жич : Өөрийнх нь зураг болно.  Таньд албан ёсны баталгаа 12 сар гаргаж өгнө Дагалдах хэрэгсэл: Цүнх, ориг цэнэглэгч, wireless mouse, keyboard хамгаалалтын хуулга, монгол үсэг ,pad  Анхаарал хандуулсанд баярлалаа. Enjoy tech Store "
MSI,Used,3200000,"15'' - 15,6''",i7,16GB,256GB,RTX 2060," -Сайн байна уу? Enjoy life by buying laptop 😄 Онлайн лизинг: Zeelme, Storepay, Lend, Sono, Pocket, khanbank  Brand : MSI  Model : GP 15 Leopard CPU : Core i7 10th gen RAM : 16GB HARD : 256GB M2 + 1TB HDD Graphics card : RTX 2060 6GB Display : 15.6 inch Full HD 144Hz Software : 100% Condition : 95% From : USA (ordered from selling platforms) Жич : Өөрийнх нь зураг болно.  Таньд албан ёсны баталгаа 12 сар гаргаж өгнө Дагалдах хэрэгсэл: Цүнх, ориг цэнэглэгч, wireless mouse, keyboard хамгаалалтын хуулга, монгол үсэг ,pad  Анхаарал хандуулсанд баярлалаа. Enjoy tech Store "
MSI,Used,1200000,13'' - 14'',i3,8GB,128GB,," -Сайн байна уу? Enjoy life by buying laptop 😄 Онлайн лизинг: Zeelme, Storepay, Lend, Sono, Pocket, khanbank  Brand : MSI  Model : Modern CPU : Core i3 10th gen RAM : 8GB HARD : 128GB SSD Graphics card : Intel HD Display : 14 inch FHD Software : 100% Condition : 97% (ашигласан байдал) From : USA (order from online platforms) Жич : Өөрийнх нь зураг болно.  Таньд албан ёсны баталгаа 12 сар гаргаж өгнө Дагалдах хэрэгсэл: Цүнх, ориг цэнэглэгч, wireless mouse, keyboard хамгаалалтын хуулга, монгол үсэг ,pad  Анхаарал хандуулсанд баярлалаа. Enjoy tech Store "
MSI,Used,2350000,"15'' - 15,6''",i7,16GB,1TB,," -Сайн байна уу? Enjoy life by buying laptop 😄 Онлайн лизинг: Zeelme, Storepay, Lend, Sono, Pocket, khanbank  Brand : MSI Model : Gaming CPU : Core i7 8th gen RAM : 16GB HARD : 1TB HDD Graphics card : NVidia Geforce GTX 1050ti 4GB Display : 15,6 inch Full HD Software : 100% Condition : 90% (ашигласан байдал) From : USA (order to online platform) Жич : Өөрийнх нь зураг болно.  Таньд албан ёсны баталгаа 12 сар гаргаж өгнө Дагалдах хэрэгсэл: Цүнх, ориг цэнэглэгч, wireless mouse, keyboard хамгаалалтын хуулга, монгол үсэг ,pad  Анхаарал хандуулсанд баярлалаа. Enjoy tech Store "
MSI,Used,1850000,"15'' - 15,6''",i7,16GB,128GB,," -Сайн байна уу? Enjoy life by buying laptop 😄 Онлайн лизинг: Zeelme, Storepay, Lend, Sono, Pocket, khanbank  Brand : MSI Model : GE62 VR CPU : Core i7 7th RAM : 16GB HARD : 128GB SSD+1TB HDD Graphics card : GEFORCE GTX1060 Display : 15.6 inch FHD Software : 100% Condition : 95% From : USA (ordered from selling platforms) Жич : Өөрийнх нь зураг болно.  Таньд албан ёсны баталгаа 12 сар гаргаж өгнө Дагалдах хэрэгсэл: Цүнх, ориг цэнэглэгч, wireless mouse, keyboard хамгаалалтын хуулга, монгол үсэг ,pad  Анхаарал хандуулсанд баярлалаа. Enjoy tech Store "
MSI,Used,1150000,"15'' - 15,6''",i7,16GB,128GB,," -Сайн байна уу? Enjoy life by buying laptop 😄 Онлайн лизинг: Zeelme, Storepay, Lend, Sono, Pocket, khanbank  Brand : MSI Model : Gaming CPU : Core i7 4th gen RAM : 16GB HARD : 128GB SSD+ 600GB HDD Graphics card : NVidia Geforce GTX 850M 2GB Display : 15,6 inch Full HD Software : 100% Condition : 97% (ашигласан байдал) From : USA (order to online platform) Жич : Өөрийнх нь зураг болно.  Таньд албан ёсны баталгаа 12 сар гаргаж өгнө Дагалдах хэрэгсэл: Цүнх, ориг цэнэглэгч, wireless mouse, keyboard хамгаалалтын хуулга, монгол үсэг ,pad "
Dell,Used,5190000,16'' - 17'',i9,16GB,512GB,," 💯 Баталгаа 12-24 сараар олгоно. 💯 - Хүргэлт үнэгүй - Онлайн лизинг: Хаан банк, Zeelme, PocketZero, Sono, Lendmn  💻Dell G16 7620 - CPU: i9 12700H (12-р үе) - RAM: 16GB - HARD: M2 512GB SSD - Display: 16inch 165Hz 2k  - Graphics: RTX-3070Ti 8GB - Processor speed: 4.7GHz (Turbo) - From USA - Дагалдах хэрэгсэл: Цүнх, ориг цэнэглэгч, wireless mouse, keyboard хамгаалалтын хуулга, монгол үсэг ,pad, cooler "
HP,Used,2790000,"15'' - 15,6''",i5,8GB,256GB,," 💯 Баталгаа 12-24 сараар олгоно. 💯 - Хүргэлт үнэгүй - Онлайн лизинг: Хаан банк, Zeelme, PocketZero, Sono, Lendmn  💻  HP VICTUS  - CPU: i5 1245H (12-p үе) - RAM: 8GB - HARD: M2 256GB SSD - Display: 1920x1080 FHD 144Hz 15.6inch - Graphic card: GTX-1650 - Processor speed: 2.6GHz - Дагалдах хэрэгсэл: Цүнх, ориг цэнэглэгч, wireless mouse, keyboard хамгаалалтын хуулга, монгол үсэг ,pad, cooler "
Dell,Used,2100000,"18""-ээс дээш",i7,16 gb,1tb,," CPU: i7 10 uye, RAM: 16 gb ddr4 2666 fury HARD: 256 ssd, 1tb hdd GPU: 2gb graphic card 23INCH DELL MONITOR KEYBOARD MOUSE DELL NEW "
Dell,Used,2000000,13'' - 14'',i5,16 GB,512GB,," Dell Inspiron 14 5410, i5-11300H ➡️ CPU - intel Сore i5-11300H 8CPU ➡️ Ram - 16 GB ,DDR4 ➡️ Hard- 512GB SSD M2 ➡️ Display - 14"" Full HD 1920 x 1080 ➡️ Weight: 1.5kg ➡️ Ямар нэг задаргаа ороогүй ➡️ Цэвэрхэн хэрэглэсэн ➡️ Ажил, Хичээл, Код бичхэд тохиромжтой ➡️ Dota 2 болон бас бус тоглоом тоглоход асуудалгүй ➡️ Үнэ тохирно "
Microsoft Surface,Used,3090000,"13"" хүртэл",i5,8GB,256GB,," 💯 Баталгаа 12-24 сараар олгоно. 💯 - Хүргэлт үнэгүй - Онлайн лизинг: Хаан банк, Zeelme, PocketZero, Sono, Lendmn  💻  - CPU: i5 (11-p үе) - RAM: 8GB - HARD: 256GB SSD - Display: 1920x1080 FHD 12.3 inch - Processor speed: 2.6GHz - Дагалдах хэрэгсэл: Цүнх, ориг цэнэглэгч, wireless mouse, keyboard хамгаалалтын хуулга, монгол үсэг ,pad "
Acer,Used,2390000,13'' - 14'',i7,8GB,256GB,," 💯 Баталгаа 12-24 сараар олгоно. 💯 - Хүргэлт үнэгүй - Онлайн лизинг: Хаан банк, Zeelme, PocketZero, Sono, Lendmn  💻 Acer Swift 3 - CPU: i7 1165G7 (11-p үе) - RAM: 8GB - HARD: M2 256GB SSD - Display: 1920x1080 FHD 14inch - Processor speed: 2.8GHz - Дагалдах хэрэгсэл: Цүнх, ориг цэнэглэгч, wireless mouse, keyboard хамгаалалтын хуулга, монгол үсэг ,pad "
Lenovo,Used,1990000,13'' - 14'',i5,16GB,512GB,," 💯 Баталгаа 12-24 сараар олгоно. 💯 - Хүргэлт үнэгүй - Онлайн лизинг: Хаан банк, Zeelme, PocketZero, Sono, Lendmn  💻 Lenovo Thinkpad L14 Gen3 - CPU: i5-1235U (12-p үе) - RAM: 16GB - HARD: M2 512GB SSD - Display: 1920x1080 FHD 14inch - From: USA - Processor speed: 2.8GHz - Дагалдах хэрэгсэл: Цүнх, ориг цэнэглэгч, wireless mouse, keyboard хамгаалалтын хуулга, монгол үсэг ,pad "
Samsung,Used,2590000,"13"" хүртэл",i7,16GB,512GB,," 💯 Баталгаа 12-24 сараар олгоно. 💯 - Хүргэлт үнэгүй - Онлайн лизинг: Хаан банк, Zeelme, PocketZero, Sono, Lendmn  💻 Galaxy Book Flex2 Alpha Mystic Black - CPU: i7 1165G7 (11-p үе) - RAM: 16GB - HARD: M2 512GB SSD - Display: 1920x1080 FHD 13inch - From: USA - Processor speed: 2.8GHz - Дагалдах хэрэгсэл: Цүнх, ориг цэнэглэгч, wireless mouse, keyboard хамгаалалтын хуулга, монгол үсэг ,pad "
other,Used,990000,"13"" хүртэл",,,,," 💯  Хүргэлт үнэгүй💯  - Онлайн лизинг: Хаан банк, Zeelme, PocketZero, Sono, Lendmn  - FOPO Portable Monitor - Model: S12 - Size 12 inch - input: DC 5V/2A "
Acer,Used,1390000,"15'' - 15,6''",I3,4GB,128GB,," 💯 Баталгаа 12-24 сараар олгоно. 💯 - Хүргэлт үнэгүй - Онлайн лизинг: Хаан банк, Zeelme, PocketZero, Sono, Lendmn  💻Acer aspire5 - CPU: I3 1135G4  - RAM: 4GB DDR4 - HARD: M2 128GB SSD - Display: 1920x1080 FHD 15.6inch - Processor speed: 3.0GHz - From USA - Дагалдах хэрэгсэл: Цүнх, ориг цэнэглэгч, wireless mouse, keyboard хамгаалалтын хуулга, монгол үсэг ,pad "
Lenovo,Used,1390000,"15'' - 15,6''",i3,4GB,128GB,," 💯 Баталгаа 12-24 сараар олгоно. 💯 - Хүргэлт үнэгүй - Онлайн лизинг: Хаан банк, Zeelme, PocketZero, Sono, Lendmn  💻 LENOVO ideapad3 - CPU: i3 1135G1 (11-p үе) - RAM: 4GB - HARD: M2 128GB SSD - Display: 1920x1080 FHD 15.6inch - Processor speed: 1.2GHz - Дагалдах хэрэгсэл: Цүнх, ориг цэнэглэгч, wireless mouse, keyboard хамгаалалтын хуулга, монгол үсэг , "
Lenovo,Used,2790000,13'' - 14'',i7,16GB,512GB,," 💯 Баталгаа 12-24 сараар олгоно. 💯 - Хүргэлт үнэгүй - Онлайн лизинг: Хаан банк, Zeelme, PocketZero, Sono, Lendmn  💻 Lenovo L14 Gen 3 - CPU: i7 1260P (12-p үе) - RAM: 16GB - HARD: 512GB SSD - Display: 14inch - Processor speed: 3.6GHz - Дагалдах хэрэгсэл: Цүнх, ориг цэнэглэгч, wireless mouse, keyboard хамгаалалтын хуулга, монгол үсэг ,pad "
